year	elevation	dz_dt	dslr_dt	msl	norm_diff
2041	0.7212911275	0.021291127500000007	0.0111	0.3006	1.0
2042	0.7272104081148251	0.005919280614825	0.0111	0.3117	0.9876852183311735
2043	0.7331750608340123	0.005964652719187189	0.011	0.3227	0.9757159920944904
2044	0.7399179084706804	0.006742847636668098	0.011	0.3337	0.9655965669746157
2045	0.7467952961204443	0.006877387649763836	0.011	0.3447	0.9557969489633323
2046	0.7459886360982682	-0.0008066600221761479	0.0158	0.3605	0.916322239523029
2047	0.7512083282933212	0.0052196921950530455	0.0095	0.37	0.9061477729722768
2048	0.7547130786267673	0.0035047503334461557	0.0114	0.3814	0.8873804419057238
2049	0.7564897097097416	0.0017766310829743642	0.0134	0.3948	0.8597512190454779
2050	0.758695395454035	0.0022056857442933585	0.013	0.4078	0.8340926929913324
2051	0.7635606585514136	0.0048652630973786155	0.0104	0.4182	0.8209363972179651
2052	0.769951035226402	0.006390376674988325	0.0093	0.4275	0.8140201036837934
2053	0.7744351921354617	0.004484156909059825	0.0112	0.4387	0.7980562702394092
2054	0.7783665453872155	0.0039313532517537405	0.0117	0.4504	0.7795898794828171
2055	0.782973298741944	0.004606753354728486	0.0108	0.4612	0.7648682791436907
2056	0.7868426760231998	0.003869377281255795	0.0119	0.4731	0.7457791608005798
2057	0.787447504456223	0.0006048284330232327	0.0155	0.4886	0.7103727293517095
2058	0.7907838259675898	0.003336321511366757	0.0131	0.5017	0.6871640666288825
2059	0.7962291728511314	0.005445346883541608	0.0109	0.5126	0.6741981332875422
2060	0.7978252737904119	0.0015961009392805258	0.0121	0.5247	0.649229936018586
2061	0.798244513420001	0.0004192396295890663	0.0134	0.5381	0.6183741382090379
2062	0.7985464613760829	0.0003019479560818221	0.0138	0.5519	0.586288716954419
2063	0.8005314244363401	0.001984963060257191	0.0128	0.5647	0.5605809322335662
2064	0.8010987462902357	0.000567321853895626	0.0144	0.5791	0.5277000910608359
2065	0.8009725435613766	-0.00012620272885907613	0.0149	0.594	0.49198219318608427
2066	0.8003455403867654	-0.0006270031746111646	0.0155	0.6095	0.4536476476717835
2067	0.8027545050906915	0.002408964703926044	0.0126	0.6221	0.42942314035537027
2068	0.80560985941734	0.00285535432664848	0.0129	0.635	0.4055466071538196
2069	0.8052636470536587	-0.0003462123636812711	0.0136	0.6486	0.3723958905067679
2070	0.8049176133214618	-0.00034603373219683434	0.0136	0.6622	0.3392455984740534
2071	0.8045830216455933	-0.00033459167586860844	0.0149	0.6771	0.3030323515572436
2072	0.8036355237388243	-0.0009474979067690061	0.0158	0.6929	0.26322286471046225
2073	0.8024445128457656	-0.001191010893058766	0.0162	0.7091	0.22188372120057515
2074	0.8025451458911979	0.00010063304543225229	0.0158	0.7249	0.1845656844550349
2075	0.8029705539359511	0.0004254080447532063	0.0158	0.7407	0.14801965115356763
2076	0.800357683890759	-0.002612870045192113	0.016	0.7567	0.1037760985124626
2077	0.7970348270630183	-0.003322856827740729	0.0167	0.7734	0.056180949675527295
2078	0.7936776143083409	-0.003357212754677357	0.0171	0.7905	0.007553319051971113
2079	0.7903368110787877	-0.0033408032295531584	0.0175	0.808	-0.041986121804321444
2080	0.786501776015653	-0.0038350350631347215	0.0182	0.8262	-0.09436430052674946
2081	0.7842419099073538	-0.002259866108299256	0.0169	0.8431	-0.13990808516076012
2082	0.7832276977766185	-0.001014212130735216	0.0163	0.8594	-0.1810646748745172
2083	0.7820790993073194	-0.0011485984692990786	0.0166	0.876	-0.22325381866457486
2084	0.7813199800281576	-0.0007591192791618013	0.0163	0.8923	-0.26380404224674875
2085	0.7801143126717707	-0.0012056673563869136	0.0167	0.909	-0.3063665451994334
2086	0.7804792297252435	0.00036491705347284093	0.0156	0.9246	-0.3425809598866723
2087	0.781369471827302	0.000890242102058483	0.0154	0.94	-0.3770712472957917
2088	0.7827517129929924	0.0013822411656904308	0.0153	0.9553	-0.41015432874088276
2089	0.7834866896684903	0.0007349766754979172	0.016	0.9713	-0.44643991292996715
2090	0.7811975793777456	-0.0022891102907447634	0.0165	0.9878	-0.49110239583613374
2091	0.7776512617240933	-0.003546317653652367	0.018	1.0058	-0.542318873306656
2092	0.774487895711054	-0.003163366013039192	0.018	1.0238	-0.592625059079588
2093	0.7717628381805046	-0.002725057530549451	0.0184	1.0422	-0.6428401840243122
2094	0.7685475399623489	-0.0032152982181556378	0.0192	1.0614	-0.6961222638042228
2095	0.7637767632021333	-0.004770776760215668	0.0207	1.0821	-0.7566673409290448
2096	0.7689209045332414	0.005144141331108048	0.0107	1.0928	-0.7698738440038971
2097	0.7636365839650842	-0.005284320568157243	0.0215	1.1143	-0.8335412684331354
2098	0.7593528224469931	-0.004283761518091045	0.0215	1.1358	-0.8948303231163505
2099	0.7527674710146	-0.006585351432393158	0.0215	1.1573	-0.9615903510715234
2100	0.7463469117031837	-0.006420559311416279	0.0215	1.1788	-1.027958661421535
