year	num_tides	season	high_water_height	size	jittered_height	jittered_tides
2041	16	autumn	1.6	15	1.6120945464333354	16.01000723553287
2041	1	winter	1.2	80	1.1810741311434951	0.9822897253069138
2041	20	winter	1.5	80	1.4875579470347988	19.988922695773617
2041	20	summer	1.5	15	1.510093085332743	19.998723706561805
2041	15	spring	1.5	15	1.5065713428361613	14.999494519072869
2041	9	winter	2.1	80	2.0806827823963228	8.987588736802538
2041	12	summer	2.1	15	2.1064759677345735	12.013073098432741
2041	3	spring	2.1	15	2.086299684769603	3.0046208277660162
2041	3	autumn	2.1	15	2.1020691581045554	2.9883489559666527
2041	14	autumn	1.5	15	1.5087519470296817	13.9996986647138
2041	31	autumn	1.8	15	1.8029013897642023	30.997670318552185
2041	17	autumn	2	15	2.0184415151937625	17.015415428184017
2041	38	summer	1.8	15	1.8083316475200204	37.992836428210914
2041	35	winter	1.8	80	1.791366394449115	35.0102318755423
2041	4	spring	1.2	15	1.2106778790345079	3.98974002382591
2041	4	autumn	1.3	15	1.3104525569473653	4.017712448968986
2041	2	winter	1.3	80	1.3085504128779546	2.0087326164837527
2041	44	autumn	1.9	15	1.8917273437253477	44.01420531197375
2041	39	spring	1.9	15	1.9073334546974263	39.019615753102336
2041	29	summer	1.9	15	1.8944006577289614	29.002929916220015
2041	26	winter	1.9	80	1.9134158620846837	26.001819374858623
2041	15	spring	1.6	15	1.6112060612383365	14.986647315110972
2041	7	winter	1.4	80	1.3855165913640355	7.0166022153654275
2041	3	summer	1.4	15	1.3912675309514435	2.9994349804704115
2041	9	spring	1.4	15	1.4032498906203317	8.988127864306296
2041	15	autumn	1.4	15	1.4045713028954503	14.99307084513744
2041	16	winter	2	80	1.9997799081816103	16.003192439172736
2041	15	summer	2	15	1.9986394161570396	14.999842804975636
2041	30	spring	2	15	2.015393475267258	29.987493115045464
2041	5	spring	1.3	15	1.2808343273967704	5.007516587236208
2041	5	autumn	1.2	15	1.186710749085242	4.987928858612999
2041	34	spring	1.8	15	1.816264666659849	34.011423335111566
2041	25	summer	1.6	15	1.5842407444042303	24.98983437562923
2041	32	winter	1.7	80	1.7195396233664682	31.985990281519978
2041	36	summer	1.7	15	1.717572992902152	36.00991063368425
2041	26	winter	1.6	80	1.598004933669957	26.003171694642393
2041	2	autumn	1.1	15	1.1004476600027833	2.0060653813864433
2041	22	spring	1.7	15	1.7162498535346555	21.987049150767128
2041	3	spring	1.1	15	1.1035482013486362	3.0063258684941565
2041	25	autumn	1.7	15	1.7090782956758561	25.019618037091373
2042	3	summer	1.3	15	1.3025396911110776	2.9906593129831567
2042	10	autumn	1.4	15	1.3880010456005702	9.98216273247251
2042	6	spring	1.4	15	1.3956970248904372	6.01638265711064
2042	7	summer	1.4	15	1.3812799922739092	7.016480547946672
2042	37	autumn	1.8	15	1.7928329416443116	36.99520385796958
2042	35	spring	1.8	15	1.814933960036515	34.997297719050266
2042	37	summer	1.8	15	1.804394758042365	36.999993028738345
2042	4	winter	1.4	80	1.4114172892294115	4.016205262296307
2042	27	autumn	1.7	15	1.6941807358883196	26.987516035437256
2042	19	spring	1.6	15	1.591097290750969	19.013953269137783
2042	4	autumn	1.3	15	1.2967762321536254	3.990269621116044
2042	4	spring	1.3	15	1.2933333320634546	4.008286376474681
2042	27	winter	1.9	80	1.9047947252670718	27.01928652083697
2042	2	winter	1.3	80	1.2848704745090271	1.9837685853633171
2042	23	summer	1.9	15	1.895031067658222	22.99431417983488
2042	46	spring	1.9	15	1.8814698114273833	45.99580585316986
2042	41	autumn	1.9	15	1.9188262119838098	41.01482570659336
2042	27	summer	1.6	15	1.5907527860099324	27.007616057782737
2042	29	winter	1.6	80	1.6067862737748004	28.989848701267366
2042	33	winter	1.8	80	1.8049587183312126	33.00568046518557
2042	23	spring	1.7	15	1.719567018761441	22.993768679275146
2042	5	autumn	2.1	15	2.0862270988603155	5.011702963513986
2042	18	spring	1.5	15	1.512710502974447	17.980106380662946
2042	7	spring	2.1	15	2.1149673509456415	6.9984279879410645
2042	15	spring	2	15	1.9854442009411573	14.98877103753941
2042	18	autumn	2	15	1.9927014027478096	18.007257985859834
2042	21	winter	1.5	80	1.514989699852328	21.00917664468058
2042	17	summer	1.5	15	1.4954450471356888	17.019678663934382
2042	14	autumn	1.5	15	1.4837257841302263	14.012605529009312
2042	24	summer	2	15	1.9848847833627297	24.00517773340844
2042	4	spring	1.2	15	1.2040204093805544	4.00319636237117
2042	32	summer	1.7	15	1.7158676920179001	32.00491162978282
2042	1	spring	1.1	15	1.1011923747457832	0.9873583109080033
2042	3	autumn	1.2	15	1.2109736812165826	2.9957800051971133
2042	17	autumn	1.6	15	1.6070065137372096	17.01227460522292
2042	8	winter	2.1	80	2.113111175630796	7.995546213450236
2042	8	summer	2.1	15	2.114540692714714	7.98485403268972
2042	33	winter	1.7	80	1.709068252017984	33.00068617950348
2042	19	winter	2	80	1.984045831759225	19.003214258183025
2043	23	autumn	2	15	2.006370870814286	23.007346235127265
2043	15	autumn	1.6	15	1.613683726741296	15.015123521909851
2043	20	spring	2	15	1.9913021070209758	20.007884283206835
2043	18	summer	2	15	2.0151686914350617	17.99424253457022
2043	11	autumn	1.4	15	1.381568089543998	11.0098459436753
2043	23	winter	2	80	2.0034211351922604	23.00374809298653
2043	11	winter	1.4	80	1.3902425230413349	11.013582527850831
2043	13	summer	1.4	15	1.387211816625548	13.007272781229872
2043	10	spring	1.4	15	1.3944457352058628	9.992203662058612
